ID,Label,Unit,Group
1652,SmartCare Spontaneous Respiration Rate Lower Limitation,1/min,Settings 
1653,SmartCare Spontaneous Respiration Rate Upper Limitation,1/min,Settings 
1654,SmartCare Tidal Volume Limitation,mL/kg,Settings 
1655,SmartCare EtCO2 Limitation,mmHg,Settings 
1656,SmartCare Patient Height,cm,Settings 
1761,Airway Resistance,mbar/L/s,VitalSigns 
2044,P01 Repetition Interval Setting,min,Settings 
2092,Inspired Minute Volume,L/min,VitalSigns 
2102,Inspiratory Time Setting,s,Settings 
2104,Positive End Expiratory Pressure (PEEP) Setting,mbar,Settings 
2110,Inspired O2 (FiO2) Setting,%,Settings 
2217,Manual Breath Ventilation Pressure Setting,mbar,Settings 
2245,Manual Breath Maximum Time Limit,s,Settings 
2250,CO2 Tidal Production,mL,VitalSigns 
2251,CO2 Minute Production,mL/min,VitalSigns 
2255,Device Date/Time,unitless,DeviceInfo 
2324,Inspired Tidal Volume,mL,VitalSigns 
2325,Expired Tidal Volume,mL,VitalSigns 
2326,Expired Minute Volume,L/min,VitalSigns 
2355,End Tidal CO2 Percentage,%,VitalSigns 
2377,Fresh Gas O2 Flow Rate,L/min,DeviceInfo 
2382,Ventilator Operation Mode,unitless,DeviceInfo 
2416,Spontaneous Inspired Tidal Volume,mL,VitalSigns 
2421,Airway Dead Space,mL,VitalSigns 
2423,Dynamic Compliance Over Last 20% Breath,unitless,VitalSigns 
2432,Expired Spontaneous Tidal Volume,mL,VitalSigns 
2433,Mechanical Expired Minute Volume,L/min,VitalSigns 
2434,Spontaneous Expired Minute Volume,L/min,VitalSigns 
2467,Patient Type ID,unitless,PatientInfo 
2542,Airway Pressure Wave,mbar,Waveforms 
2564,Peak Airway Pressure,mbar,VitalSigns 
2565,Plateau Airway Pressure,mbar,VitalSigns 
2570,Spontaneous Tidal Volume,-,VitalSigns 
2583,I:E Ratio Setting,unitless,Settings 
2596,Alarm Severity Level,unitless,Alarms 
2754,Ventilator General Status,unitless,DeviceInfo 
2756,Ventilation Mode ID,unitless,DeviceInfo 
2758,Ventilator Operation Mode ID,unitless,DeviceInfo 
2771,Tidal Volume Setting,L,Settings 
2784,ASB Ramp Time Setting,s,Settings 
2952,PS Activation State,unitless,DeviceInfo 
2953,VS Activation State,unitless,DeviceInfo 
2954,APRV High Pressure (Phigh),mbar,VitalSigns 
2959,APRV Low Pressure (Plow),mbar,VitalSigns 
2987,Inspired Pressure Setting,mbar,Settings 
3326,Device Average Gas Flow,L/min,OtherMeasuredData 
3503,Auto Flow Active Status,unitless,DeviceInfo 
3555,ATC Activation Status,unitless,DeviceInfo 
3591,Device Number,unitless,DeviceInfo 
3593,Device Communications Status,unitless,DeviceInfo 
3853,Patient Type,unitless,PatientInfo 
3878,Generic Alarm Message,unitless,Alarms 
3909,Message Code,unitless,Messages 
3966,Inspired Mandatory Tidal Volume,mL,VitalSigns 
3968,Spontaneous Fraction of Minute Volume,%,VitalSigns 
3971,Negative Inspiratory Force,mbar,VitalSigns 
3998,Auto Release Activation Status,unitless,DeviceInfo 
4003,Generic Respiration Rate,1/min,VitalSigns 
4010,Minute Volume Alarm Delay,s,Settings 
4011,Flow Assist Level Setting,0.1 mbar/L/s,Settings 
4012,Volume Assist Level Setting,0.1 mbar/L,Settings 
4015,Disconnection Alarm Delay Time,s,Settings 
4044,Medibus Revision,unitless,DeviceInfo 
4045,Device Revision,unitless,DeviceInfo 
4131,Alarm Priority,unitless,Alarms 
4150,VG Activation Status,unitless,DeviceInfo 
4732,Inspiratory Flow Waveform,L/min,Waveforms 
4889,Spontaneous Inspiration Time,s,VitalSigns 
4891,Lung Time Constant,s,VitalSigns 
4892,Airway Correlation Coefficient,unitless,VitalSigns 
4966,Sigh Activation Status,unitless,DeviceInfo 
5044,Inspired Tidal Volume Setting,mL,Settings 
5087,Dead Space to Tidal Volume Ratio,%,VitalSigns 
5340,Expired Mandatory Tidal Volume,mL,VitalSigns 
5374,Expiratory Time Constant (RCexp),s,VitalSigns 
5728,EtCO2 Phase III Increment,-,VitalSigns 
5815,Spontaneous I:E Ratio,unitless,VitalSigns 
6164,General Alarm Code,unitless,Alarms 
6389,Endotracheal Tube Size,mm,DeviceInfo 
6551,End Tidal CO2 Pressure,-,VitalSigns 
6701,Expiratory Time Setting,s,Settings 
6702,Inspiratory Component of I:E Ratio Setting,unitless,Settings 
6703,Expiratory Component of I:E Ratio Setting,unitless,Settings 
6735,Lung Elastance,mbar/L,VitalSigns 
6736,Rapid Shallow Breathing Index (SBI),-,VitalSigns 
7076,Generic Ventilation Mode,unitless,Settings 
7077,Ventilation Mode Primary,unitless,Settings 
7078,Ventilation Mode Options,unitless,Settings 
7318,Variable PS Activation Status,unitless,Settings 
7364,Patient Operation Mode,unitless,PatientInfo 
7637,Artificial Airway Compensation Status,%,DeviceInfo 
7640,Mandatory Respiration Rate,1/min,VitalSigns 
7642,Mandatory Tidal Volume,-,VitalSigns 
7872,CO2 Partial Pressure Waveform,-,Waveforms 
7879,Time Duration at Low Pressure (Tlow),s,VitalSigns 
7904,Spontaneous Tidal Volume,-,VitalSigns 
8366,Generic Message Code,unitless,Messages 
8696,Generic Message Text,unitless,Messages 
9146,End Inspiratory Pressure,mbar,VitalSigns 
9163,Tracheal Pressure Waveform,mbar,Waveforms 
9288,Tidal Volume Indexed By Body Weight,mL/kg,VitalSigns 
9466,Mandatory Triggered Respiration Rate,1/min,VitalSigns 
9475,Volume of Leakage (MVLeak),L/min,OtherMeasuredData 
9476,Percent of Leakage,%,OtherMeasuredData 
9477,Inspiratory Component of Spontaneous I:E Ratio,unitless,VitalSigns 
9478,Expiratory Component of Spontaneous I:E Ratio,unitless,VitalSigns 
9479,SmartCare Target Delta Support Pressure,mbar,VitalSigns 
9480,SmartCare Rated Delta Support Pressure,mbar,VitalSigns 
9481,SmartCare Duration of Patient Session,-,VitalSigns 
9482,SmartCare Spontaneous Respiration Rate,1/min,VitalSigns 
9483,SmartCare Tidal Volume,mL,VitalSigns 
9484,SmartCare EtCO2,mmHg,VitalSigns 
9485,Maximum Inspiratory Time Setting,s,Settings 
9486,Inspiratory Flow Termination Level Setting,%,Settings 
9487,Expiratory Flow Termination Setting,%,Settings 
9488,SmartCare Body Weight,kg,Settings 
9489,SmartCare Start of Night Rest,h,Settings 
9490,SmartCare End of Night Rest,h,Settings 
50021,Device Alarm Inactivation State,unitless,DeviceInfo 
