ID,Label,Unit,Group
1914,Patient Bed ID,unitless,PatientInfo 
1929,Patient ID,unitless,PatientInfo 
1930,Patient Name,unitless,PatientInfo 
1942,Patient Comment Text,unitless,PatientInfo 
1955,Patient Stress Index,-,PatientInfo 
1982,Generic Patient Temperature,-,VitalSigns 
2049,Breath Cycle Type,-,DeviceInfo 
2077,Airway Gas Flow Rate,-,VitalSigns 
2092,Inspired Minute Volume,-,VitalSigns 
2104,Positive End Expiratory Pressure (PEEP) Setting,-,Settings 
2163,Spectral Edge Frequency - 1st EEG,-,VitalSigns 
2167,Bispectral Index,-,VitalSigns 
2168,Total Power (Ch1),-,VitalSigns 
2169,Spike Rate,-,VitalSigns 
2173,Spectral Edge Frequency - 2nd EEG,-,VitalSigns 
2178,Total Power (Ch2),-,VitalSigns 
2182,Narcotrend Index,-,VitalSigns 
2183,Sharp Transient Intensity,-,VitalSigns 
2188,Total Power Relative,-,VitalSigns 
2200,Device Hardware Revision,unitless,DeviceInfo 
2201,Serial Number,unitless,DeviceInfo 
2246,O2 Flush Percentage Setting,-,Settings 
2250,CO2 Tidal Production,-,VitalSigns 
2254,Inspiratory Resistance,-,VitalSigns 
2255,Device Date/Time,unitless,DeviceInfo 
2259,Arterial BP Systolic,-,VitalSigns 
2260,Arterial BP Diastolic,-,VitalSigns 
2261,Arterial BP Mean,-,VitalSigns 
2262,Pulmonary Artery BP - Systolic,-,VitalSigns 
2263,Pulmonary Artery BP - Diastolic,-,VitalSigns 
2264,Pulmonary Artery BP Mean,-,VitalSigns 
2271,Right Atrial Pressure (RAP),-,VitalSigns 
2272,Left Atrial Pressure (LAP),-,VitalSigns 
2273,Intra Cranial Pressure (ICP),-,VitalSigns 
2317,Pulmonary Artery Wedge Pressure,-,VitalSigns 
2321,Generic NIBP Systolic Pressure,-,VitalSigns 
2322,Generic NIBP Diastolic Pressure,-,VitalSigns 
2323,Generic NIBP Mean Pressure,-,VitalSigns 
2324,Inspired Tidal Volume,-,VitalSigns 
2325,Expired Tidal Volume,-,VitalSigns 
2326,Expired Minute Volume,-,VitalSigns 
2341,Patient Blood Temperature,-,VitalSigns 
2342,Injectate Temperature,-,OtherMeasuredData 
2343,Inspired O2,-,VitalSigns 
2350,Inspired O2 Pressure,-,VitalSigns 
2351,End Tidal O2,-,VitalSigns 
2352,CO2 (Gas Analyzer),-,VitalSigns 
2357,End Tidal N2O,-,VitalSigns 
2360,End Tidal Agent Concentration,-,VitalSigns 
2362,End Tidal Desflurane,-,VitalSigns 
2364,End Tidal Sevoflurane,-,VitalSigns 
2366,End Tidal Halothane,-,VitalSigns 
2368,End Tidal Enflurane,-,VitalSigns 
2370,End Tidal Isoflurane,-,VitalSigns 
2378,Fresh Gas N2O Flow,-,DeviceInfo 
2379,Fresh Gas Air Flow,-,DeviceInfo 
2391,Transcutaneous O2 Pressure,-,VitalSigns 
2392,Transcutaneous CO2 Pressure,-,VitalSigns 
2399,Arterial O2 Saturation (SaO2),-,VitalSigns 
2408,EEG Total Power,-,VitalSigns 
2409,Bispectral Index (BIS),-,VitalSigns 
2411,EEG Burst Suppression Ratio,-,VitalSigns 
2420,Spontaneous Alveolar Minute Volume,-,VitalSigns 
2421,Airway Dead Space,-,VitalSigns 
2432,Expired Spontaneous Tidal Volume,-,VitalSigns 
2434,Spontaneous Expired Minute Volume,-,VitalSigns 
2440,Total Alveolar Tidal Volume,-,VitalSigns 
2447,Respiration Waveform,-,Waveforms 
2456,EEG Signal Quality Index,-,VitalSigns 
2517,Wearable Respiration Rate,-,VitalSigns 
2518,Wearable Pulse Rate,-,VitalSigns 
2519,Wearable Patient Temperature,-,VitalSigns 
2520,Respiration Signal Quality Index (Wearable),-,OtherMeasuredData 
2521,Pulse Rate Signal Quality Index (Wearable),-,OtherMeasuredData 
2542,Airway Pressure Wave,-,Waveforms 
2543,Citrate Blood Concentration Setting,-,Settings 
2547,Neutrophil Count,-,VitalSigns 
2580,Fresh Gas Total Flow Setting,-,Settings 
2583,I:E Ratio Setting,unitless,Settings 
2598,Patient Admission Status,unitless,PatientInfo 
2602,ECG Lead V,-,VitalSigns 
2738,Plateau Pressure,-,VitalSigns 
2773,I:E Ratio Setting,-,Settings 
2776,Total PEEP,-,VitalSigns 
2787,APRV Low Time (Tlow),-,VitalSigns 
2821,System General Status,unitless,DeviceInfo 
2845,Frequency,Hz,DeviceInfo 
2855,Device Status,unitless,DeviceInfo 
2879,Device Software Revision,unitless,DeviceInfo 
2880,Maximum Apnea Time Setting,-,DeviceInfo 
2889,Inspired Agent Concentration,-,VitalSigns 
2898,Patient Weight,-,PatientInfo 
2901,Patient First Name,unitless,PatientInfo 
2907,Patient Temperature,-,VitalSigns 
2915,Ejection Fraction,-,VitalSigns 
2916,End Diastolic Volume,-,VitalSigns 
2917,End Diastolic Volume Index,-,VitalSigns 
2918,End Systolic Volume,-,VitalSigns 
2919,End Systolic Volume Index,-,VitalSigns 
2922,EEG Electromyography (EMG),-,VitalSigns 
2923,Generic EEG Wave,-,Waveforms 
2924,ECG Pad Wave,-,Waveforms 
2925,ECG Paddle Wave,-,Waveforms 
2930,Unspecific Pressure Pulse Rate,-,VitalSigns 
2932,Patient Temperature 1,-,VitalSigns 
2933,Patient Temperature 2,-,VitalSigns 
2954,APRV High Pressure (Phigh),-,VitalSigns 
2959,APRV Low Pressure (Plow),-,VitalSigns 
2964,I:E Ratio,unitless,VitalSigns 
2968,Plateau Airway Pressure,-,VitalSigns 
2984,Plateau Pressure Setting,-,Settings 
2991,FiO2 Upper Alarm Limit,-,Settings 
2992,FiO2 Lower Alarm Limit,-,Settings 
2995,Device Altitude,m,DeviceInfo 
3003,Blood Flow Rate Setting,-,Settings 
3005,Dialysate Flow Rate Setting,-,Settings 
3007,Effluent Flow Rate Setting,-,Settings 
3024,Access Pod Pressure,-,OtherMeasuredData 
3025,Return Pod Pressure,-,OtherMeasuredData 
3026,Filter Pod Pressure,-,OtherMeasuredData 
3027,Effluent Pod Pressure,-,OtherMeasuredData 
3029,Transmembrane Pressure,-,VitalSigns 
3062,Hb Calculation Offset,-,VitalSigns 
3091,Patient Time Since Last Ward Admission,-,PatientInfo 
3092,Patient Total Admission Time,-,PatientInfo 
3101,Patient Drainage Volume,-,VitalSigns 
3168,Fluid Removal Actual Rate,-,VitalSigns 
3204,Sum of Minimum Alveolar Concentration (MAC),-,VitalSigns 
3266,HFV Frequency Setting,-,Settings 
3268,Ventilator Base Flow Setting,-,Settings 
3271,Blood Pressure Difference,-,VitalSigns 
3272,Generic Blood Pressure Difference 1,-,VitalSigns 
3273,Generic Blood Pressure Difference 2,-,VitalSigns 
3278,Patient Height,-,PatientInfo 
3291,Patient Temperature Setting,-,Settings 
3385,Arterial O2 Content (CaO2),-,VitalSigns 
3391,Alveolar Arterial O2 Difference (AaDO2),-,VitalSigns 
3400,Venous O2 Content (CvO2),-,VitalSigns 
3415,Ionized Calcium Concentration (Ca),-,VitalSigns 
3421,Chloride Concentration (Cl-),-,VitalSigns 
3435,Activated Clotting Time,-,VitalSigns 
3446,Generic Temperature,-,VitalSigns 
3447,Generic Temperature 2,-,VitalSigns 
3448,Generic Temperature 3,-,VitalSigns 
3449,Generic Temperature 4,-,VitalSigns 
3474,Expiratory Resistance,-,VitalSigns 
3490,TcGas Site Timer,-,OtherMeasuredData 
3491,O2 Saturation (SO2),-,VitalSigns 
3496,TcGas Transducer Temperature,-,DeviceInfo 
3502,Peak Expiratory Flow Setting,-,Settings 
3503,Auto Flow Active Status,-,DeviceInfo 
3506,Inspiratory Minimum CO2,-,VitalSigns 
3507,Expired Tidal Volume Indexed by Body Weight,-,VitalSigns 
3555,ATC Activation Status,-,DeviceInfo 
3570,Skin Temperature,-,VitalSigns 
3571,Rectal Temperature,-,VitalSigns 
3572,Nasopharyngeal Temperature,-,VitalSigns 
3573,Esophageal Temperature,-,VitalSigns 
3574,Core Temperature,-,VitalSigns 
3575,Arterial Temperature,-,VitalSigns 
3576,Venous Temperature,-,VitalSigns 
3583,Generic Core Temperature 1,-,VitalSigns 
3584,Generic Core Temperature 2,-,VitalSigns 
3591,Device Number,unitless,DeviceInfo 
3635,Drug Delivery Rate,-,DeviceInfo 
3637,Drug Concentration,-,PatientInfo 
3639,Manufacturers Name,unitless,DeviceInfo 
3640,Pressure Alarm Delay,-,DeviceInfo 
3646,Arterial Blood Pressure (ART),-,VitalSigns 
3647,Pulmonary Artery Blood Pressure (PA),-,VitalSigns 
3704,Arterial/Main Pump Flow,-,VitalSigns 
3710,Slave Pump Flow,-,VitalSigns 
3715,Suction Pump Flow,-,VitalSigns 
3720,Auxiliary Pump Flow,-,VitalSigns 
3723,Auxiliary Pump Time Since Start of Current Plegia Session,-,VitalSigns 
3724,Auxiliary Pump Time Since Stop of Plegia Session,-,VitalSigns 
3725,Auxiliary Pump Delivered Volume in Current Plegia Session,-,VitalSigns 
3726,Auxiliary Pump Total Volume,-,VitalSigns 
3727,Auxiliary Pump Total Plegia Time,-,VitalSigns 
3730,Cardioplegia Main Pump Flow,-,VitalSigns 
3733,Cardioplegia Main Pump Delivered Volume of Current Plegia Session,-,VitalSigns 
3734,Cardioplegia Main Pump Total Volume,-,VitalSigns 
3737,Cardioplegia Slave Pump Flow,-,VitalSigns 
3740,Cardioplegia Slave Pump Delivered Volume in Current Plegia Session,-,VitalSigns 
3741,Cardioplegia Slave Pump Total Volume,-,VitalSigns 
3742,Cycle Flow Sensitivity Setting,-,Settings 
3761,Hydrocarbon Plasma Concentration (HCO3),-,VitalSigns 
3781,Corpuscular Mean Hemoglobin Concentration,-,VitalSigns 
3785,Arterial O2 Partial Pressure,-,VitalSigns 
3786,Venous O2 Partial Pressure,-,VitalSigns 
3787,Arterial CO2 Partial Pressure,-,VitalSigns 
3789,Arterial O2 Saturation (SaO2),-,VitalSigns 
3793,Hematocrit (HCT),-,VitalSigns 
3804,Respiratory Rate (Flow),-,VitalSigns 
3805,Respiratory Rate (CO2),-,VitalSigns 
3853,Patient Type,unitless,PatientInfo 
3854,Patient Pace Maker Status,unitless,PatientInfo 
3869,Heart Rate Signal Quality,-,OtherMeasuredData 
3917,Tracheal Pressure,-,VitalSigns 
3921,Ventilator Leakage,-,VitalSigns 
3961,Plateau Time Setting,-,Settings 
3963,Warmer Mattress Temperature,-,OtherMeasuredData 
3968,Spontaneous Fraction of Minute Volume,-,VitalSigns 
4004,Breathing System Leakage,-,OtherMeasuredData 
4006,Inspired MAC Concentration,-,VitalSigns 
4008,Inspiratory 2nd Agent,-,VitalSigns 
4009,Expiratory 2nd Agent,-,VitalSigns 
4012,Volume Assist Level Setting,-,Settings 
4014,Backup Tidal Volume Setting,-,Settings 
4016,Flow Acceleration Setting,-,Settings 
4017,Cumulated Halothane Consumption,-,OtherMeasuredData 
4018,Cumulated Enflurane Consumption,-,OtherMeasuredData 
4019,Cumulated Isoflurane Consumption,-,OtherMeasuredData 
4020,Cumulated Desflurane Consumption,-,OtherMeasuredData 
4021,Cumulated Sevoflurane Consumption,-,OtherMeasuredData 
4026,Air Humidity Setting,-,Settings 
4028,Mattress Temperature Setting,-,Settings 
4029,Inspired Agent Setting,-,Settings 
4030,Expired Agent Setting,-,Settings 
4037,Inspired Desflurane Setting,-,Settings 
4038,Expired Desflurane Setting,-,Settings 
4039,Inspired Sevoflurane Setting,-,Settings 
4040,Expired Sevoflurane Setting,-,Settings 
4079,Fresh Gas Sevoflurane,-,VitalSigns 
4080,Fresh Gas Desflurane,-,VitalSigns 
4081,Ambient Temperature,-,OtherMeasuredData 
4082,Ambient Pressure,-,OtherMeasuredData 
4084,Pulse Rate ( Unspecified Source ),-,VitalSigns 
4089,Central Venous Pressure Diastolic,-,VitalSigns 
4093,Central Venous Mean Pressure,-,VitalSigns 
4094,Central Venous Pressure Systolic,-,VitalSigns 
4120,Expiratory Volume Wave,-,Waveforms 
4143,Apnea Ventilation I:E Ratio Setting (Number),-,Settings 
4145,Dynamic Plateau Airway Pressure,-,VitalSigns 
4158,Transcutaneous Relative Heater Power,-,OtherMeasuredData 
4171,Spontaneous Respiratory Rate Setting,-,Settings 
4201,Product Description,unitless,DeviceInfo 
4226,Replacement Cumulated Volume,-,VitalSigns 
4227,Dialysate Cumulated Volume,-,VitalSigns 
4228,Effluent Cumulated Volume,-,VitalSigns 
4229,Fluid Removal Cumulated Volume,-,VitalSigns 
4352,Base Pressure,-,VitalSigns 
4369,PEEP/CPAP Setting,-,Settings 
4370,Sigh Rate Setting,-,Settings 
4371,Sigh Tidal Volume Setting,-,Settings 
4375,Data Averaging Interval Setting,-,Settings 
4376,Chart Interval Setting,-,Settings 
4383,Static Lung Compliance,-,VitalSigns 
4384,Static Lung Resistance,-,VitalSigns 
4385,Dynamic Lung Compliance,-,VitalSigns 
4386,Dynamic Lung Resistance,-,VitalSigns 
4388,Apnea Inspiratory Pressure Setting,-,Settings 
4393,Patient Hose Compliance,-,OtherMeasuredData 
4401,Oximeter Averaging Interval Setting,-,Settings 
4457,System Alarm Status,unitless,Alarms 
4458,Patient Alarm Priority,unitless,Alarms 
4459,Technical Alarm Priority,unitless,Alarms 
4460,Audio Alarm Priority,unitless,Alarms 
4461,Technical Alarm Source ID,unitless,Alarms 
4462,Technical Alarm Global State,unitless,Alarms 
4463,Technical Alarm Priority,unitless,Alarms 
4464,Technical Alarm Flag,unitless,Alarms 
4465,Technical Alarm Priority,unitless,Alarms 
4466,Technical Alarm Description,unitless,Alarms 
4467,Patient Alarm Source ID,unitless,Alarms 
4468,Patient Alarm Global State,unitless,Alarms 
4469,Patient Alarm Priority,unitless,Alarms 
4470,Patient Alarm Flag,unitless,Alarms 
4471,Patient Alarm Priority,unitless,Alarms 
4472,Patient Alarm Description,unitless,Alarms 
4473,Device Nomenclature Revision,unitless,DeviceInfo 
4474,Device Text Catalog Revision,unitless,DeviceInfo 
4475,Device Data Format,unitless,DeviceInfo 
4476,Device Operating Area,unitless,DeviceInfo 
4496,Patient O2 Consumption (VO2),-,VitalSigns 
4497,Patient CO2 Production (VCO2),-,VitalSigns 
4507,Arterial O2 Saturation (Left),-,VitalSigns 
4508,Arterial O2 Saturation (Right),-,VitalSigns 
4509,SpO2 Difference,-,VitalSigns 
4510,Perfusion Indicator,-,VitalSigns 
4511,Relative Perfusion (Left),-,VitalSigns 
4512,Relative Perfusion (Right),-,VitalSigns 
4513,Ao Systolic,-,VitalSigns 
4514,Ao Diastolic,-,VitalSigns 
4515,Ao Mean,-,VitalSigns 
4516,RAP Systolic,-,VitalSigns 
4517,RAP Diastolic,-,VitalSigns 
4518,RAP Mean,-,VitalSigns 
4519,Intracranial Pressure ICP Systolic,-,VitalSigns 
4520,Intracranial Pressure ICP Diastolic,-,VitalSigns 
4521,ICP Mean,-,VitalSigns 
4522,UAP Systolic,-,VitalSigns 
4523,UAP Diastolic,-,VitalSigns 
4524,UAP Mean,-,VitalSigns 
4525,UVP Systolic,-,VitalSigns 
4526,UVP Diastolic,-,VitalSigns 
4527,UVP Mean,-,VitalSigns 
4528,Unspecific Pressure Systolic,-,VitalSigns 
4529,Unspecific Pressure Diastolic,-,VitalSigns 
4530,Unspecific Pressure Mean,-,VitalSigns 
4531,Cerebral Perfusion Pressure (CPP),-,VitalSigns 
4532,Stroke Volume Variation,-,VitalSigns 
4533,Index of Left Ventricular Contractility,-,VitalSigns 
4556,Aortic Blood Pressure (Ao) Wave,-,Waveforms 
4560,Auxiliary Waveform,-,Waveforms 
4561,Intermittent Mandatory Ventilation Status,-,VitalSigns 
4562,Left Cardiac Work,-,VitalSigns 
4564,Right Cardiac Work,-,VitalSigns 
4565,Serum Creatinine,-,VitalSigns 
4566,Urine Plasma Osmolarity Ratio,-,VitalSigns 
4567,Urine Sodium Potassium Ratio,-,VitalSigns 
4568,Urine Volume,-,VitalSigns 
4574,Left Cardiac Work Index,-,VitalSigns 
4576,Right Cardiac Work Index,-,VitalSigns 
4577,Light Intensity (SvO2 Module),-,VitalSigns 
4578,SpO2 SvO2 Difference,-,VitalSigns 
4581,Normalized Post Replacement Volume,-,VitalSigns 
4582,Normalized Effluent Volume,-,VitalSigns 
4584,Normalized Total Replacement Volume (PBP),-,VitalSigns 
4585,Normalized Replacement Volume (Pre),-,VitalSigns 
4586,Normalized Ultrafiltration Volume,-,VitalSigns 
4587,Patient Fluid Balance Limit Setting,-,Settings 
4588,Total Replacement Volume (PBP),-,VitalSigns 
4589,Cumulated Liquid Volume (Pre),-,VitalSigns 
4593,Filtration Fraction Setting,-,Settings 
4616,Diff.-Temperature between Tblood and Tskin,-,VitalSigns 
4617,Diff.-Temperature between Tblood and Trect,-,VitalSigns 
4618,Diff.-Temperature between Tblood and Tnaso,-,VitalSigns 
4619,Diff.-Temperature between Tblood and Tesop,-,VitalSigns 
4620,Diff.-Temperature between Tblood and Tcore,-,VitalSigns 
4621,Diff.-Temperature between Tblood and Tart,-,VitalSigns 
4622,Diff.-Temperature between Tblood and Tven,-,VitalSigns 
4623,Diff.-Temperature between Tskin and Trect,-,VitalSigns 
4624,Diff.-Temperature between Tskin and Tnaso,-,VitalSigns 
4625,Diff.-Temperature between Tskin and Tesop,-,VitalSigns 
4626,Diff.-Temperature between Tskin and Tcore,-,VitalSigns 
4627,Diff.-Temperature between Tskin and Tart,-,VitalSigns 
